run_number,activation,optimizer,structure,dataset,mse_train,mse_val,mse_test,epochs_run,fit_time_sec
10,leaky_relu,AdamW,"[128, 128, 64]",Dane1_raw,0.044736,0.05135,0.045321,101,14.95
1,leaky_relu,AdamW,"[128, 128, 64]",Dane2_standardise,0.000696,0.00044,0.000796,86,11.14
2,leaky_relu,AdamW,"[128, 128, 64]",Dane2_standardise,0.000676,0.000485,0.000675,73,9.63
3,leaky_relu,AdamW,"[128, 128, 64]",Dane2_standardise,0.000555,0.000224,0.000488,95,12.18
4,leaky_relu,AdamW,"[128, 128, 64]",Dane2_standardise,0.000447,0.000335,0.000345,83,10.77
5,leaky_relu,AdamW,"[128, 128, 64]",Dane2_standardise,0.000641,0.000319,0.000668,85,11.15
6,leaky_relu,AdamW,"[128, 128, 64]",Dane2_standardise,0.000762,0.000227,0.000789,102,12.98
7,leaky_relu,AdamW,"[128, 128, 64]",Dane2_standardise,0.000755,0.000158,0.000727,84,10.95
8,leaky_relu,AdamW,"[128, 128, 64]",Dane2_standardise,0.000942,0.00018,0.000992,89,11.39
9,leaky_relu,AdamW,"[128, 128, 64]",Dane2_standardise,0.011889,0.007739,0.010006,17,3.14
10,leaky_relu,AdamW,"[128, 128, 64]",Dane2_standardise,0.000568,8.5e-05,0.000481,109,13.7
1,leaky_relu,AdamW,"[128, 128, 64]",Dane2_raw,0.000208,0.000191,0.000193,162,19.82
2,leaky_relu,AdamW,"[128, 128, 64]",Dane2_raw,0.000559,0.000461,0.000423,70,9.22
3,leaky_relu,AdamW,"[128, 128, 64]",Dane2_raw,0.00032,0.000321,0.000271,73,9.66
4,leaky_relu,AdamW,"[128, 128, 64]",Dane2_raw,0.000239,0.000236,0.000207,110,13.79
5,leaky_relu,AdamW,"[128, 128, 64]",Dane2_raw,0.00039,0.000357,0.000353,104,13.24
6,leaky_relu,AdamW,"[128, 128, 64]",Dane2_raw,0.000344,0.000326,0.000288,92,11.8
7,leaky_relu,AdamW,"[128, 128, 64]",Dane2_raw,0.000265,0.000254,0.000257,122,15.2
8,leaky_relu,AdamW,"[128, 128, 64]",Dane2_raw,0.00032,0.000317,0.000315,75,10.04
9,leaky_relu,AdamW,"[128, 128, 64]",Dane2_raw,0.000205,0.000194,0.000206,148,18.17
10,leaky_relu,AdamW,"[128, 128, 64]",Dane2_raw,0.000281,0.000283,0.000275,90,11.61
1,leaky_relu,AdamW,"[256, 256, 128]",Dane1_standardise,0.012151,0.017046,0.007948,76,13.45
2,leaky_relu,AdamW,"[256, 256, 128]",Dane1_standardise,0.049945,0.049813,0.050742,57,9.89
3,leaky_relu,AdamW,"[256, 256, 128]",Dane1_standardise,0.012589,0.015565,0.006841,73,12.55
4,leaky_relu,AdamW,"[256, 256, 128]",Dane1_standardise,0.011552,0.019006,0.006499,88,14.77
5,leaky_relu,AdamW,"[256, 256, 128]",Dane1_standardise,0.010551,0.012847,0.004582,96,16.05
6,leaky_relu,AdamW,"[256, 256, 128]",Dane1_standardise,0.012401,0.01441,0.006638,79,13.36
7,leaky_relu,AdamW,"[256, 256, 128]",Dane1_standardise,0.076073,0.055442,0.069834,50,8.91
8,leaky_relu,AdamW,"[256, 256, 128]",Dane1_standardise,0.011335,0.018168,0.007217,82,13.88
9,leaky_relu,AdamW,"[256, 256, 128]",Dane1_standardise,0.012574,0.01672,0.007296,76,20.27
10,leaky_relu,AdamW,"[256, 256, 128]",Dane1_standardise,0.013081,0.014526,0.007395,87,15.4
1,leaky_relu,AdamW,"[256, 256, 128]",Dane1_raw,0.024592,0.02789,0.022472,84,14.84
2,leaky_relu,AdamW,"[256, 256, 128]",Dane1_raw,0.013851,0.019704,0.009914,90,15.99
3,leaky_relu,AdamW,"[256, 256, 128]",Dane1_raw,0.107127,0.104803,0.113394,46,8.69
4,leaky_relu,AdamW,"[256, 256, 128]",Dane1_raw,0.027322,0.029119,0.023704,86,15.14
5,leaky_relu,AdamW,"[256, 256, 128]",Dane1_raw,0.023298,0.025333,0.018997,108,18.45
6,leaky_relu,AdamW,"[256, 256, 128]",Dane1_raw,0.035187,0.032763,0.031683,79,13.97
7,leaky_relu,AdamW,"[256, 256, 128]",Dane1_raw,0.039048,0.03788,0.036019,83,14.68
8,leaky_relu,AdamW,"[256, 256, 128]",Dane1_raw,0.022862,0.029761,0.020968,91,15.94
9,leaky_relu,AdamW,"[256, 256, 128]",Dane1_raw,0.047891,0.050141,0.04952,74,13.16
10,leaky_relu,AdamW,"[256, 256, 128]",Dane1_raw,0.011019,0.014143,0.005463,118,20.25
1,leaky_relu,AdamW,"[256, 256, 128]",Dane2_standardise,0.000736,0.0003,0.000787,57,8.39
2,leaky_relu,AdamW,"[256, 256, 128]",Dane2_standardise,0.000731,0.000242,0.00065,70,9.94
3,leaky_relu,AdamW,"[256, 256, 128]",Dane2_standardise,0.000522,0.0001,0.000459,98,13.55
4,leaky_relu,AdamW,"[256, 256, 128]",Dane2_standardise,0.000549,0.000165,0.000526,81,11.36
5,leaky_relu,AdamW,"[256, 256, 128]",Dane2_standardise,0.000547,0.000156,0.000485,70,9.97
6,leaky_relu,AdamW,"[256, 256, 128]",Dane2_standardise,0.000596,0.000265,0.000591,73,10.33
7,leaky_relu,AdamW,"[256, 256, 128]",Dane2_standardise,0.00103,0.000148,0.001118,79,11.14
8,leaky_relu,AdamW,"[256, 256, 128]",Dane2_standardise,0.000745,0.000133,0.00078,71,10.2
9,leaky_relu,AdamW,"[256, 256, 128]",Dane2_standardise,0.00067,0.000351,0.000734,64,9.21
10,leaky_relu,AdamW,"[256, 256, 128]",Dane2_standardise,0.000746,0.000296,0.000787,76,10.73
1,leaky_relu,AdamW,"[256, 256, 128]",Dane2_raw,0.00041,0.000368,0.000284,49,7.38
2,leaky_relu,AdamW,"[256, 256, 128]",Dane2_raw,0.00028,0.000282,0.000244,82,11.4
3,leaky_relu,AdamW,"[256, 256, 128]",Dane2_raw,0.000414,0.000377,0.000296,67,9.58
4,leaky_relu,AdamW,"[256, 256, 128]",Dane2_raw,0.000263,0.000252,0.000237,95,13.02
5,leaky_relu,AdamW,"[256, 256, 128]",Dane2_raw,0.0004,0.000369,0.000323,51,7.59
6,leaky_relu,AdamW,"[256, 256, 128]",Dane2_raw,0.00027,0.000277,0.000242,76,10.6
7,leaky_relu,AdamW,"[256, 256, 128]",Dane2_raw,0.000224,0.000231,0.000196,94,12.82
8,leaky_relu,AdamW,"[256, 256, 128]",Dane2_raw,0.000281,0.000302,0.000275,82,11.39
9,leaky_relu,AdamW,"[256, 256, 128]",Dane2_raw,0.000305,0.000311,0.000283,77,10.75
10,leaky_relu,AdamW,"[256, 256, 128]",Dane2_raw,0.000303,0.000291,0.00025,70,9.83
1,leaky_relu,SGD,[32],Dane1_standardise,0.461889,0.488989,0.457137,12,2.14
2,leaky_relu,SGD,[32],Dane1_standardise,0.496067,0.494237,0.485184,20,3.83
3,leaky_relu,SGD,[32],Dane1_standardise,0.450202,0.508536,0.45323,14,2.25
4,leaky_relu,SGD,[32],Dane1_standardise,0.441183,0.394631,0.420804,76,10.24
5,leaky_relu,SGD,[32],Dane1_standardise,0.453434,0.504383,0.45379,30,4.31
6,leaky_relu,SGD,[32],Dane1_standardise,0.465546,0.492779,0.459781,14,2.27
7,leaky_relu,SGD,[32],Dane1_standardise,0.46502,0.488467,0.45844,24,3.5
8,leaky_relu,SGD,[32],Dane1_standardise,0.456568,0.493251,0.454238,12,2.02
9,leaky_relu,SGD,[32],Dane1_standardise,0.276619,0.24217,0.268451,123,16.22
10,leaky_relu,SGD,[32],Dane1_standardise,0.467993,0.47048,0.456866,31,4.43
1,leaky_relu,SGD,[32],Dane1_raw,0.47358,0.478719,0.463949,19,2.87
2,leaky_relu,SGD,[32],Dane1_raw,0.479732,0.475034,0.467139,18,2.86
3,leaky_relu,SGD,[32],Dane1_raw,0.494021,0.463295,0.475905,12,2.04
4,leaky_relu,SGD,[32],Dane1_raw,0.509779,0.478218,0.489832,12,2.02
5,leaky_relu,SGD,[32],Dane1_raw,0.472269,0.474935,0.463729,14,2.26
6,leaky_relu,SGD,[32],Dane1_raw,0.480972,0.487476,0.472183,15,2.41
7,leaky_relu,SGD,[32],Dane1_raw,0.50786,0.46605,0.485965,13,2.07
8,leaky_relu,SGD,[32],Dane1_raw,0.488868,0.484971,0.476359,13,2.11
9,leaky_relu,SGD,[32],Dane1_raw,0.469015,0.477583,0.459476,13,2.14
10,leaky_relu,SGD,[32],Dane1_raw,0.468152,0.478784,0.460892,21,3.13
1,leaky_relu,SGD,[32],Dane2_standardise,0.000602,0.000277,0.000479,88,10.27
2,leaky_relu,SGD,[32],Dane2_standardise,0.001787,0.000701,0.00173,20,2.77
3,leaky_relu,SGD,[32],Dane2_standardise,0.001443,0.000703,0.001027,20,2.73
4,leaky_relu,SGD,[32],Dane2_standardise,0.001494,0.000785,0.001437,22,3.02
5,leaky_relu,SGD,[32],Dane2_standardise,0.000471,0.000414,0.000375,134,15.5
6,leaky_relu,SGD,[32],Dane2_standardise,0.003039,0.00067,0.002989,17,2.72
7,leaky_relu,SGD,[32],Dane2_standardise,0.00178,0.000935,0.001621,23,3.3
8,leaky_relu,SGD,[32],Dane2_standardise,0.001237,0.000521,0.001154,23,3.11
9,leaky_relu,SGD,[32],Dane2_standardise,0.000595,0.000187,0.000496,36,4.51
10,leaky_relu,SGD,[32],Dane2_standardise,0.00086,0.000802,0.000715,135,15.58
1,leaky_relu,SGD,[32],Dane2_raw,0.001663,0.001106,0.001314,262,29.89
2,leaky_relu,SGD,[32],Dane2_raw,0.001078,0.000559,0.001018,116,13.69
3,leaky_relu,SGD,[32],Dane2_raw,0.000618,0.000236,0.000511,357,40.28
4,leaky_relu,SGD,[32],Dane2_raw,0.00101,0.000443,0.000902,213,24.14
5,leaky_relu,SGD,[32],Dane2_raw,0.00086,0.000427,0.000763,241,27.39
6,leaky_relu,SGD,[32],Dane2_raw,0.000879,0.000514,0.000786,195,22.33
7,leaky_relu,SGD,[32],Dane2_raw,0.000677,0.000249,0.000573,400,45.05
8,leaky_relu,SGD,[32],Dane2_raw,0.000747,0.000388,0.000658,217,24.69
9,leaky_relu,SGD,[32],Dane2_raw,0.00161,0.001077,0.00139,196,22.38
10,leaky_relu,SGD,[32],Dane2_raw,0.001177,0.000418,0.001027,419,47.23
1,leaky_relu,SGD,"[32, 16]",Dane1_standardise,0.429302,0.478161,0.428481,31,4.68
2,leaky_relu,SGD,"[32, 16]",Dane1_standardise,0.45188,0.512295,0.455054,22,3.38
3,leaky_relu,SGD,"[32, 16]",Dane1_standardise,0.455602,0.493536,0.453372,18,2.92
4,leaky_relu,SGD,"[32, 16]",Dane1_standardise,0.451113,0.466868,0.443335,26,3.98
5,leaky_relu,SGD,"[32, 16]",Dane1_standardise,0.314627,0.260461,0.299454,62,8.58
6,leaky_relu,SGD,"[32, 16]",Dane1_standardise,0.4637,0.491311,0.459575,20,3.2
7,leaky_relu,SGD,"[32, 16]",Dane1_standardise,0.192655,0.159065,0.192215,87,11.82
8,leaky_relu,SGD,"[32, 16]",Dane1_standardise,0.315993,0.285842,0.305487,47,6.66
9,leaky_relu,SGD,"[32, 16]",Dane1_standardise,0.213413,0.218051,0.215477,72,9.86
10,leaky_relu,SGD,"[32, 16]",Dane1_standardise,0.217798,0.219119,0.221909,76,10.5
1,leaky_relu,SGD,"[32, 16]",Dane1_raw,0.4653,0.489443,0.460629,14,2.37
2,leaky_relu,SGD,"[32, 16]",Dane1_raw,0.130497,0.126217,0.133373,72,9.78
3,leaky_relu,SGD,"[32, 16]",Dane1_raw,0.468796,0.49468,0.464786,13,2.24
4,leaky_relu,SGD,"[32, 16]",Dane1_raw,0.450875,0.504257,0.452083,17,2.81
5,leaky_relu,SGD,"[32, 16]",Dane1_raw,0.567498,0.500191,0.542108,12,2.11
6,leaky_relu,SGD,"[32, 16]",Dane1_raw,0.492652,0.466517,0.474648,12,2.11
7,leaky_relu,SGD,"[32, 16]",Dane1_raw,0.472584,0.48902,0.465514,12,2.12
8,leaky_relu,SGD,"[32, 16]",Dane1_raw,0.177606,0.130921,0.16672,91,12.36
9,leaky_relu,SGD,"[32, 16]",Dane1_raw,0.50186,0.474522,0.484996,13,2.31
10,leaky_relu,SGD,"[32, 16]",Dane1_raw,0.197593,0.237143,0.202914,52,7.25
1,leaky_relu,SGD,"[32, 16]",Dane2_standardise,0.000406,0.000164,0.000311,148,17.31
2,leaky_relu,SGD,"[32, 16]",Dane2_standardise,0.000471,0.0002,0.000298,80,9.66
3,leaky_relu,SGD,"[32, 16]",Dane2_standardise,0.000492,0.000286,0.000346,135,15.89
4,leaky_relu,SGD,"[32, 16]",Dane2_standardise,0.002364,0.000733,0.001874,20,2.87
5,leaky_relu,SGD,"[32, 16]",Dane2_standardise,0.00045,0.000342,0.000355,198,23.05
6,leaky_relu,SGD,"[32, 16]",Dane2_standardise,0.000763,0.000538,0.000752,100,11.92
7,leaky_relu,SGD,"[32, 16]",Dane2_standardise,0.000486,0.000329,0.000367,123,14.42
8,leaky_relu,SGD,"[32, 16]",Dane2_standardise,0.000479,0.000356,0.000306,132,15.43
9,leaky_relu,SGD,"[32, 16]",Dane2_standardise,0.000326,0.000205,0.000177,137,15.92
10,leaky_relu,SGD,"[32, 16]",Dane2_standardise,0.000435,0.000285,0.000246,60,7.41
1,leaky_relu,SGD,"[32, 16]",Dane2_raw,0.00073,0.000273,0.000559,61,7.44
2,leaky_relu,SGD,"[32, 16]",Dane2_raw,0.000533,0.000309,0.000408,110,12.94
3,leaky_relu,SGD,"[32, 16]",Dane2_raw,0.000717,0.000254,0.000533,75,9.03
4,leaky_relu,SGD,"[32, 16]",Dane2_raw,0.000586,0.000351,0.000507,96,11.39
5,leaky_relu,SGD,"[32, 16]",Dane2_raw,0.000553,0.00015,0.00042,103,12.16
6,leaky_relu,SGD,"[32, 16]",Dane2_raw,0.001494,0.000646,0.00135,86,10.34
7,leaky_relu,SGD,"[32, 16]",Dane2_raw,0.000766,0.000383,0.000616,127,15.05
8,leaky_relu,SGD,"[32, 16]",Dane2_raw,0.000822,0.000235,0.0007,121,14.23
9,leaky_relu,SGD,"[32, 16]",Dane2_raw,0.000609,0.000364,0.000469,174,20.17
10,leaky_relu,SGD,"[32, 16]",Dane2_raw,0.000664,0.000373,0.000548,130,15.23
1,leaky_relu,SGD,"[32, 32]",Dane1_standardise,0.457899,0.485452,0.452808,13,2.42
2,leaky_relu,SGD,"[32, 32]",Dane1_standardise,0.232082,0.209124,0.22639,57,7.97
3,leaky_relu,SGD,"[32, 32]",Dane1_standardise,0.155151,0.123922,0.152335,120,16.06
4,leaky_relu,SGD,"[32, 32]",Dane1_standardise,0.318359,0.318464,0.31066,53,7.37
5,leaky_relu,SGD,"[32, 32]",Dane1_standardise,0.473825,0.486594,0.465778,23,3.53
6,leaky_relu,SGD,"[32, 32]",Dane1_standardise,0.178791,0.159551,0.17983,96,12.95
7,leaky_relu,SGD,"[32, 32]",Dane1_standardise,0.210698,0.243154,0.221838,67,9.41
8,leaky_relu,SGD,"[32, 32]",Dane1_standardise,0.123831,0.121509,0.127822,125,16.61
9,leaky_relu,SGD,"[32, 32]",Dane1_standardise,0.097974,0.083695,0.096443,108,14.55
10,leaky_relu,SGD,"[32, 32]",Dane1_standardise,0.263212,0.227096,0.255211,66,9.05
1,leaky_relu,SGD,"[32, 32]",Dane1_raw,0.47356,0.479297,0.464272,11,1.94
2,leaky_relu,SGD,"[32, 32]",Dane1_raw,0.302524,0.339745,0.30343,33,4.81
3,leaky_relu,SGD,"[32, 32]",Dane1_raw,0.178252,0.130725,0.16903,69,9.47
4,leaky_relu,SGD,"[32, 32]",Dane1_raw,0.230094,0.214929,0.229635,60,8.26
5,leaky_relu,SGD,"[32, 32]",Dane1_raw,0.145854,0.142461,0.147341,83,11.42
6,leaky_relu,SGD,"[32, 32]",Dane1_raw,0.54783,0.480845,0.519066,11,1.96
7,leaky_relu,SGD,"[32, 32]",Dane1_raw,0.195044,0.14144,0.183032,81,11.08
8,leaky_relu,SGD,"[32, 32]",Dane1_raw,0.484006,0.479004,0.471382,12,2.11
9,leaky_relu,SGD,"[32, 32]",Dane1_raw,0.461241,0.491515,0.458128,12,2.1
10,leaky_relu,SGD,"[32, 32]",Dane1_raw,0.223591,0.229717,0.226054,53,7.39
1,leaky_relu,SGD,"[32, 32]",Dane2_standardise,0.000566,0.000359,0.000491,72,8.75
2,leaky_relu,SGD,"[32, 32]",Dane2_standardise,0.000444,0.000359,0.000403,181,21.08
3,leaky_relu,SGD,"[32, 32]",Dane2_standardise,0.001177,0.0005,0.000993,25,3.43
4,leaky_relu,SGD,"[32, 32]",Dane2_standardise,0.000344,0.000149,0.000235,139,16.15
5,leaky_relu,SGD,"[32, 32]",Dane2_standardise,0.000465,0.000272,0.000311,82,9.87
6,leaky_relu,SGD,"[32, 32]",Dane2_standardise,0.000396,0.000175,0.000274,99,11.67
7,leaky_relu,SGD,"[32, 32]",Dane2_standardise,0.000352,0.000186,0.000214,88,10.47
8,leaky_relu,SGD,"[32, 32]",Dane2_standardise,0.000551,0.000296,0.000439,72,8.72
9,leaky_relu,SGD,"[32, 32]",Dane2_standardise,0.000619,0.00048,0.000463,69,8.33
10,leaky_relu,SGD,"[32, 32]",Dane2_standardise,0.000372,0.00021,0.000195,64,7.81
1,leaky_relu,SGD,"[32, 32]",Dane2_raw,0.000566,0.000177,0.00046,163,18.97
2,leaky_relu,SGD,"[32, 32]",Dane2_raw,0.000369,0.000112,0.000239,124,14.58
3,leaky_relu,SGD,"[32, 32]",Dane2_raw,0.001652,0.000692,0.00143,50,6.25
4,leaky_relu,SGD,"[32, 32]",Dane2_raw,0.000864,0.000398,0.000782,88,10.45
5,leaky_relu,SGD,"[32, 32]",Dane2_raw,0.000619,0.000212,0.000474,80,9.63
6,leaky_relu,SGD,"[32, 32]",Dane2_raw,0.000321,0.000128,0.000195,104,12.28
7,leaky_relu,SGD,"[32, 32]",Dane2_raw,0.000561,0.000172,0.00046,77,9.36
8,leaky_relu,SGD,"[32, 32]",Dane2_raw,0.00037,9.5e-05,0.000241,150,17.39
9,leaky_relu,SGD,"[32, 32]",Dane2_raw,0.000918,0.000371,0.00072,58,7.11
10,leaky_relu,SGD,"[32, 32]",Dane2_raw,0.000457,0.000161,0.000308,85,10.11
1,leaky_relu,SGD,"[64, 64, 32]",Dane1_standardise,0.45824,0.506622,0.459731,14,2.67
2,leaky_relu,SGD,"[64, 64, 32]",Dane1_standardise,0.015309,0.021574,0.011036,103,14.03
3,leaky_relu,SGD,"[64, 64, 32]",Dane1_standardise,0.016654,0.017735,0.009635,106,14.55
4,leaky_relu,SGD,"[64, 64, 32]",Dane1_standardise,0.014486,0.016552,0.007928,114,15.5
5,leaky_relu,SGD,"[64, 64, 32]",Dane1_standardise,0.025493,0.032466,0.023322,78,10.83
6,leaky_relu,SGD,"[64, 64, 32]",Dane1_standardise,0.451369,0.501982,0.452299,13,2.34
7,leaky_relu,SGD,"[64, 64, 32]",Dane1_standardise,0.130912,0.090521,0.125333,69,9.7
8,leaky_relu,SGD,"[64, 64, 32]",Dane1_standardise,0.030989,0.03042,0.024016,90,12.35
9,leaky_relu,SGD,"[64, 64, 32]",Dane1_standardise,0.087879,0.057563,0.079087,75,10.61
10,leaky_relu,SGD,"[64, 64, 32]",Dane1_standardise,0.053041,0.052196,0.055092,110,14.97
1,leaky_relu,SGD,"[64, 64, 32]",Dane1_raw,0.478964,0.472872,0.466235,11,2.12
2,leaky_relu,SGD,"[64, 64, 32]",Dane1_raw,0.176738,0.148827,0.172909,48,6.92
3,leaky_relu,SGD,"[64, 64, 32]",Dane1_raw,0.105148,0.093862,0.108816,67,9.42
4,leaky_relu,SGD,"[64, 64, 32]",Dane1_raw,0.141218,0.116608,0.136746,71,9.9
5,leaky_relu,SGD,"[64, 64, 32]",Dane1_raw,0.119107,0.110325,0.122945,60,8.55
6,leaky_relu,SGD,"[64, 64, 32]",Dane1_raw,0.505039,0.467548,0.484228,11,2.06
7,leaky_relu,SGD,"[64, 64, 32]",Dane1_raw,0.174563,0.123395,0.164142,62,8.74
8,leaky_relu,SGD,"[64, 64, 32]",Dane1_raw,0.160047,0.129849,0.154584,50,7.19
9,leaky_relu,SGD,"[64, 64, 32]",Dane1_raw,0.475352,0.477438,0.464501,13,2.36
10,leaky_relu,SGD,"[64, 64, 32]",Dane1_raw,0.150756,0.106412,0.142413,61,8.64
1,leaky_relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000422,0.000229,0.000293,161,18.93
2,leaky_relu,SGD,"[64, 64, 32]",Dane2_standardise,0.0005,0.000357,0.00053,85,10.27
3,leaky_relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000622,0.000535,0.000529,66,8.24
4,leaky_relu,SGD,"[64, 64, 32]",Dane2_standardise,0.00033,0.000158,0.00023,185,21.61
5,leaky_relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000366,0.000141,0.000235,137,16.23
6,leaky_relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000405,0.000205,0.000278,103,12.32
7,leaky_relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000421,0.000304,0.000322,114,13.6
8,leaky_relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000403,0.000229,0.000306,152,17.81
9,leaky_relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000404,0.000254,0.000316,135,16.05
10,leaky_relu,SGD,"[64, 64, 32]",Dane2_standardise,0.000471,0.000253,0.000396,97,11.66
1,leaky_relu,SGD,"[64, 64, 32]",Dane2_raw,0.000464,0.000144,0.00035,67,8.3
2,leaky_relu,SGD,"[64, 64, 32]",Dane2_raw,0.000665,0.00017,0.000518,62,7.75
3,leaky_relu,SGD,"[64, 64, 32]",Dane2_raw,0.000825,0.000221,0.000624,61,7.61
4,leaky_relu,SGD,"[64, 64, 32]",Dane2_raw,0.000596,0.00015,0.000498,98,11.83
5,leaky_relu,SGD,"[64, 64, 32]",Dane2_raw,0.000296,7.5e-05,0.000162,115,13.82
6,leaky_relu,SGD,"[64, 64, 32]",Dane2_raw,0.000489,9.4e-05,0.000353,88,10.64
7,leaky_relu,SGD,"[64, 64, 32]",Dane2_raw,0.000439,0.000118,0.000295,67,8.33
8,leaky_relu,SGD,"[64, 64, 32]",Dane2_raw,0.000543,0.000128,0.000408,93,11.22
9,leaky_relu,SGD,"[64, 64, 32]",Dane2_raw,0.000458,0.000122,0.000302,80,9.8
10,leaky_relu,SGD,"[64, 64, 32]",Dane2_raw,0.000408,0.000106,0.000271,92,11.11
1,leaky_relu,SGD,"[128, 128, 64]",Dane1_standardise,0.016913,0.020327,0.011929,124,17.11
2,leaky_relu,SGD,"[128, 128, 64]",Dane1_standardise,0.021219,0.02411,0.017688,105,14.44
3,leaky_relu,SGD,"[128, 128, 64]",Dane1_standardise,0.062455,0.061743,0.06423,87,12.2
4,leaky_relu,SGD,"[128, 128, 64]",Dane1_standardise,0.01671,0.024005,0.014893,105,14.4
5,leaky_relu,SGD,"[128, 128, 64]",Dane1_standardise,0.183733,0.173306,0.187229,53,7.67
6,leaky_relu,SGD,"[128, 128, 64]",Dane1_standardise,0.011903,0.016033,0.006184,114,15.57
7,leaky_relu,SGD,"[128, 128, 64]",Dane1_standardise,0.024461,0.029687,0.021186,93,12.88
8,leaky_relu,SGD,"[128, 128, 64]",Dane1_standardise,0.017887,0.021496,0.012637,103,14.23
9,leaky_relu,SGD,"[128, 128, 64]",Dane1_standardise,0.020715,0.021645,0.016098,109,15.12
10,leaky_relu,SGD,"[128, 128, 64]",Dane1_standardise,0.028646,0.029181,0.024517,112,15.34
1,leaky_relu,SGD,"[128, 128, 64]",Dane1_raw,0.133192,0.099818,0.126673,52,7.5
2,leaky_relu,SGD,"[128, 128, 64]",Dane1_raw,0.141256,0.122519,0.141564,54,8.03
3,leaky_relu,SGD,"[128, 128, 64]",Dane1_raw,0.114425,0.102099,0.118971,64,9.64
4,leaky_relu,SGD,"[128, 128, 64]",Dane1_raw,0.070804,0.068687,0.073407,89,12.92
5,leaky_relu,SGD,"[128, 128, 64]",Dane1_raw,0.113881,0.096023,0.114507,82,11.92
6,leaky_relu,SGD,"[128, 128, 64]",Dane1_raw,0.117193,0.121652,0.12489,64,9.37
7,leaky_relu,SGD,"[128, 128, 64]",Dane1_raw,0.49149,0.477634,0.477524,11,2.2
8,leaky_relu,SGD,"[128, 128, 64]",Dane1_raw,0.128753,0.117921,0.130937,54,8.22
9,leaky_relu,SGD,"[128, 128, 64]",Dane1_raw,0.106485,0.112016,0.114491,53,7.97
10,leaky_relu,SGD,"[128, 128, 64]",Dane1_raw,0.478479,0.47672,0.467167,13,2.47
1,leaky_relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000529,0.000348,0.000466,55,7.11
2,leaky_relu,SGD,"[128, 128, 64]",Dane2_standardise,0.001129,0.000713,0.000958,20,3.05
3,leaky_relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000334,0.000197,0.000207,219,26.12
4,leaky_relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000389,0.000185,0.000269,178,21.28
5,leaky_relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000321,0.000156,0.000214,136,16.47
6,leaky_relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000395,0.000234,0.000281,184,22.03
7,leaky_relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000456,0.000247,0.000353,74,9.33
8,leaky_relu,SGD,"[128, 128, 64]",Dane2_standardise,0.00041,0.000224,0.000287,95,11.72
9,leaky_relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000398,0.000211,0.000295,103,12.8
10,leaky_relu,SGD,"[128, 128, 64]",Dane2_standardise,0.000392,0.000234,0.000289,166,20.04
1,leaky_relu,SGD,"[128, 128, 64]",Dane2_raw,0.00063,0.000213,0.000487,58,7.42
2,leaky_relu,SGD,"[128, 128, 64]",Dane2_raw,0.000361,0.000104,0.000223,106,12.97
3,leaky_relu,SGD,"[128, 128, 64]",Dane2_raw,0.000451,0.00016,0.000337,76,9.63
4,leaky_relu,SGD,"[128, 128, 64]",Dane2_raw,0.000711,0.000216,0.000583,51,6.59
5,leaky_relu,SGD,"[128, 128, 64]",Dane2_raw,0.000626,0.000192,0.000492,60,7.65
6,leaky_relu,SGD,"[128, 128, 64]",Dane2_raw,0.00045,0.000133,0.000323,75,9.35
7,leaky_relu,SGD,"[128, 128, 64]",Dane2_raw,0.000439,0.000129,0.000299,77,9.57
8,leaky_relu,SGD,"[128, 128, 64]",Dane2_raw,0.000516,0.000186,0.000375,62,7.83
9,leaky_relu,SGD,"[128, 128, 64]",Dane2_raw,0.000636,0.000188,0.000493,58,7.45
10,leaky_relu,SGD,"[128, 128, 64]",Dane2_raw,0.000662,0.00019,0.000527,65,8.19
1,leaky_relu,SGD,"[256, 256, 128]",Dane1_standardise,0.177806,0.137656,0.172631,54,8.74
2,leaky_relu,SGD,"[256, 256, 128]",Dane1_standardise,0.01842,0.018482,0.012088,103,15.8
3,leaky_relu,SGD,"[256, 256, 128]",Dane1_standardise,0.019486,0.02353,0.016962,95,14.6
4,leaky_relu,SGD,"[256, 256, 128]",Dane1_standardise,0.016201,0.019681,0.011155,115,17.64
5,leaky_relu,SGD,"[256, 256, 128]",Dane1_standardise,0.015127,0.017239,0.009076,125,19.03
6,leaky_relu,SGD,"[256, 256, 128]",Dane1_standardise,0.026795,0.028685,0.022441,105,16.0
7,leaky_relu,SGD,"[256, 256, 128]",Dane1_standardise,0.019216,0.02694,0.016031,111,16.92
8,leaky_relu,SGD,"[256, 256, 128]",Dane1_standardise,0.020447,0.021734,0.014503,113,17.31
